Movie,Year,Ratings,Genre,Gross,Budget,Screens,Sequel,Sentiment,Views,Likes,Dislikes,Comments,Aggregate Followers
Jersey Boys,-0.6458931135339586,6.9,0.8809611013295123,-0.24039917448417958,-0.14120477552498278,0.46832120405938843,-0.37228341117599173,1.0299159736899934,-0.5574453464017257,-0.548086792554536,-0.4399266504635579,-0.4680630326126806,-0.6219079298419522
John Wick,-0.6458931135339586,7.2,-1.0548487860152425,-0.290145178234376,-0.520221196985286,0.24782885610516228,-0.37228341117599173,-0.402417499653706,0.3276251032565713,0.32002533379229564,-0.22078990101512627,0.43835964296971947,-0.38197682169814445
Kill the Messenger,-0.6458931135339586,7.0,0.8809611013295123,-0.7944452912519926,-0.8044835130805134,-1.2977108613587962,-0.37228341117599173,-0.402417499653706,0.017065753931586564,-0.31356501089977656,-0.35855601923454467,-0.22955254328629301,-0.3837085392732624
Kingsman: The Secret Service,-0.6458931135339586,7.8,-1.0548487860152425,0.7669574014572986,0.6357788884686387,0.6769516219021531,-0.37228341117599173,-0.402417499653706,-0.21219309580691276,2.8609620896163257,0.21345534881099373,2.183295757590201,0.6370219633144877
Kung Fu Jungle,-0.6458931135339586,6.5,-1.0548487860152425,-0.823310409928044,-0.4254670916202102,-1.539136027156778,-0.37228341117599173,-0.6888841943224459,-0.8556706133930451,-0.8634613587465539,-0.5333820289048008,-0.6891821320923525,-0.38197682169814445
Left Behind,-0.6458931135339586,3.1,-1.0548487860152425,-0.6508037054233003,-0.5960244812773466,-0.2852602383158148,-0.37228341117599173,-0.402417499653706,0.5262677883308431,0.03306289068063962,1.1536486819224632,2.452034138793023,-0.6009688901840027
Let's Be Cops,-0.6458931135339586,6.5,0.638984865411418,0.19985295870505906,-0.5770736602043315,-0.48830857140024464,-0.37228341117599173,-1.1185842363255556,0.22483779451299224,-0.28125636808267923,-0.10719327722016725,-0.3165094925198718,-0.0769605125888608
Life After Beth,-0.6458931135339586,5.7,0.638984865411418,-0.8248114955912063,-0.8537556478703527,0.37900784792603104,-0.37228341117599173,-0.402417499653706,-0.6133882274901988,-0.424291113418673,-0.39158766161463915,-0.5541918204249873,-0.28593670104565866
Locker 13,-0.6458931135339586,4.8,0.39700862949332366,-0.824840223908372,-0.8935523721236847,-1.5565800420265745,-0.37228341117599173,-0.402417499653706,-0.9230301228099865,-0.873608545560969,-0.5438554764887332,-0.6920806970668051,-0.6240662583818594
Lucy,-0.6458931135339586,6.4,-1.0548487860152425,0.7545209005197495,-0.14120477552498278,0.6553210434636055,-0.37228341117599173,-0.25918415231933606,-0.6341515645673381,-0.6846273383293041,-0.41253455678250395,-0.5641297574802534,-0.38197682169814445
Maleficent,-0.6458931135339586,7.0,-1.0548487860152425,2.1722820074003484,2.5119101746971393,1.1960855044272931,-0.37228341117599173,-0.402417499653706,-0.7863123370703574,-0.5886755398121959,-0.43831535083526063,-0.5007754087529317,-0.626983734464156
Maps to the Stars,-0.6458931135339586,6.3,0.638984865411418,-0.8205868162227208,-0.6149753023503618,-1.5126211245546877,-0.37228341117599173,-0.402417499653706,-0.8848735924653446,-0.8267691312256293,-0.5156577329935306,-0.6635091280329148,-0.47759571375127724
Million Dollar Arm,-0.6458931135339586,7.1,0.8809611013295123,-0.3722260844222002,-0.4254670916202102,0.5478659118656599,-0.37228341117599173,3.464882878374282,-0.549112693098935,-0.5248700291231544,-0.4117289069683553,-0.48131361535303546,-0.597879880455414
Moms' Night Out,-0.6458931135339586,5.4,0.638984865411418,-0.6955751087984772,-0.8044835130805134,-0.8302112628482535,-0.37228341117599173,-0.402417499653706,-0.7575292626474787,-0.8369974955345597,-0.5164633828076792,-0.6746893072200894,-0.41324134440567883
Mr. Peabody & Sherman,-0.6458931135339586,6.9,1.6068898090837955,0.5679733864565129,1.8486314371416088,1.186316856100207,-0.37228341117599173,1.459616015693103,-0.8588060053145702,-0.8028217703436099,-0.5108238341086387,-0.6564697559521013,1.440174555430763
Muppets Most Wanted,-0.6458931135339586,6.5,-0.8128725500971481,-0.1881658705464733,0.04830343520516882,0.6699740159542346,1.6999447329602517,-0.5456508469880759,-0.14222041354697748,-0.3315052371876623,-0.09269158056549162,-0.2535692245031862,1.676754556050829
My Old Lady,-0.6458931135339586,6.3,0.638984865411418,-0.7750443497894159,-0.8044835130805134,-1.3807443721390271,-0.37228341117599173,-0.402417499653706,-0.8149905002512041,-0.8215737715766489,-0.5067955850378955,-0.6742752265094533,-0.38197682169814445
Need for Speed,-0.6458931135339586,6.6,-1.0548487860152425,-0.28268327767184653,0.3515165723734114,0.614850928965678,-0.37228341117599173,0.3137492370181437,-0.5539918448973061,-0.2790645757307656,-0.11766672480409963,0.26154717952810924,-0.021264731118851975
Neighbors,-0.6458931135339586,6.4,0.638984865411418,1.040560422083379,-0.5581228391313163,0.7292836665115422,-0.37228341117599173,-0.11595080498496611,-0.26765219064809403,-0.16703963329962407,-0.30699443112903135,-0.4059509260172672,2.7040843066951097
Night at the Museum: Secret of the Tomb,-0.6458931135339586,6.3,-0.8128725500971481,0.5928463883316111,1.507516657827336,-1.5433225907255292,1.6999447329602517,-0.11595080498496611,0.05044362913792274,0.22366764780261086,-0.25543284302351804,-0.18731631080141187,0.8881210117065863
Nightcrawler,-0.6458931135339586,7.9,1.1229373372476068,-0.42321573826615155,-0.7381556393249603,0.3713324813833206,-0.37228341117599173,-0.5456508469880759,0.6485561233903776,0.14143484585859176,-0.10961022666261318,0.20564628359223713,-0.38197682169814445
No Good Deed,-0.6458931135339586,5.6,1.1229373372476068,-0.17199841932765944,-0.649086780281789,-0.0724432569042991,-0.37228341117599173,-0.402417499653706,-0.7730119806485692,-0.8024158828710334,-0.4520113976757876,-0.5326596234719105,-0.26546031079933186
Noah,-0.6458931135339586,5.9,-1.0548487860152425,0.4311718761434726,1.4696150156813057,0.9302387178115964,-0.37228341117599173,0.45698258435251365,2.616572868925499,2.473826618272765,2.5240590157893097,5.679627645917045,-0.20473318772593987
Non-Stop,-0.6458931135339586,7.0,-1.0548487860152425,0.3117814671430011,0.04830343520516882,0.5974069140958816,-0.37228341117599173,-0.402417499653706,-0.8355118143640514,-0.8182454943015207,-0.5317707292765035,-0.677587872194542,-0.47647571370877534
Not Cool,-0.6458931135339586,5.2,0.638984865411418,-0.8244707354655174,-0.8878671258017801,0.37900784792603104,-0.37228341117599173,-0.402417499653706,0.47231718211581214,3.524855993010961,1.986690589752163,5.679627645917045,0.008221270835858581
Ouija,-0.6458931135339586,4.4,2.3328185168380786,-0.19314047092149295,-0.8044835130805134,-0.12058873794493709,-0.37228341117599173,-0.9753508889911857,2.113757176544303,1.5771400138565406,1.1850690246742603,1.3468527221053,-0.597879880455414
Paddington,-0.6458931135339586,7.2,0.638984865411418,0.12150300279849964,0.1430575405702446,0.7460299207865467,-0.37228341117599173,1.602849363027473,-0.4041250969292174,-0.5642411139630846,-0.14425316867100493,-0.41754518591507767,-0.5992839757865907
Paranormal Activity: The Marked Ones,-0.6458931135339586,5.0,2.3328185168380786,-0.42072843807864174,-0.8044835130805134,0.44180630145729793,-0.37228341117599173,-0.402417499653706,-0.9035667502813941,-0.8464952623928521,-0.5108238341086387,-0.6577119980840096,-0.6256238681359113
Penguins of Madagascar,-0.6458931135339586,6.8,1.6068898090837955,0.21104580954885327,1.6022707631924118,-1.5363449847776107,-0.37228341117599173,0.7434492790212535,-0.6131625644473128,-0.636894971554296,-0.44798314860504435,-0.599326617884321,-0.6172563960256523
Planes: Fire & Rescue,-0.6458931135339586,5.9,1.6068898090837955,-0.08867386304608038,0.04830343520516882,1.110958711862687,1.6999447329602517,-0.402417499653706,-0.3810054118070294,-0.7026487421117051,-0.15633791588323462,-0.4336943336298852,0.21485730040736192
Pompeii,-0.6458931135339586,5.6,-1.0548487860152425,-0.5363878967978485,0.9958444888559268,0.2959743371458003,-0.37228341117599173,-0.402417499653706,-0.8386248736944508,-0.7477834290622231,-0.46167919544557134,-0.5823493087482413,-0.5417160672083463
Ride Along,-0.6458931135339586,6.1,-1.0548487860152425,0.8415764070825933,-0.4254670916202102,0.29946314011975955,-0.37228341117599173,-0.402417499653706,1.2579016512977448,1.356012518796809,0.24004179267789902,0.21599830135813938,4.423165023832441
Rio 2,-0.6458931135339586,6.4,1.6068898090837955,0.8167034052074951,1.0526969520749723,1.1960855044272931,0.66383066089213,0.17051588968377376,0.0687547957732067,-0.0809103116188696,0.02009939341531877,-0.21630196054593814,-0.5921698927752954
RoboCop,-0.6458931135339586,6.2,-1.0548487860152425,-0.09613576360860986,0.9958444888559268,0.7941754018271847,-0.37228341117599173,0.6002159316868836,-0.07269905737281418,0.07738580268600431,0.3206067740927636,1.0955057307491936,-0.5697979738318801
Rosewater,-0.6458931135339586,6.6,0.8809611013295123,-0.7864859306519612,-0.8044835130805134,-1.299804143143172,-0.37228341117599173,-0.25918415231933606,-0.6947528683558474,-0.6953427676053263,-0.3972272103136797,-0.43120984936606865,-0.38197682169814445
Rudderless,-0.6458931135339586,7.5,0.638984865411418,-0.8244495934139235,-0.8044835130805134,0.37900784792603104,-0.37228341117599173,-0.402417499653706,-0.7161394405341678,-0.6135970306283991,-0.4753752422860983,-0.5140259914932865,-0.5775204981533519
Sabotage,-0.6458931135339586,5.7,-1.0548487860152425,-0.6943314587047222,-0.23595888089005856,0.17595951484160124,-0.37228341117599173,2.032549405030583,-0.030783640324173904,-0.38021173389685425,-0.21595600213023441,-0.2883520041966177,0.2324084920470706
Selma,-0.6458931135339586,7.5,0.8809611013295123,-0.1769730197026791,-0.520221196985286,-0.03825298775949821,-0.37228341117599173,-1.1185842363255556,0.0410761458858792,0.4872509724938548,-0.09188593075134298,1.3663145155051961,-0.6261433834084467
Serena,-0.6458931135339586,5.4,-0.5708963141790537,-0.8227258943839793,-0.3307129862551344,-1.5175054487182307,-0.37228341117599173,-0.402417499653706,0.03680360958599085,-0.3700645470824393,-0.22078990101512627,-0.24818617526491704,-0.38197682169814445
Seventh Son,-0.6458931135339586,5.5,-1.0548487860152425,-0.6110069024231432,0.901090383490851,0.4473883862156328,-0.37228341117599173,-0.402417499653706,-0.9248917779934729,-0.8721473506596932,-0.5430498266745846,-0.6908384549348968,-0.44008296682000664
Sex Tape,-0.6458931135339586,5.1,0.638984865411418,-0.346109432453347,-0.14120477552498278,0.5778696174417096,-0.37228341117599173,-0.402417499653706,-0.21484340307468525,-0.6291019320808252,-0.21031645343119387,-0.5889746001184187,0.429683886077396
Sin City: A Dame to Kill For,-0.6458931135339586,6.6,1.1229373372476068,-0.6532910056108101,0.33256575130039623,0.46064583751667804,0.66383066089213,-0.402417499653706,0.4254514605947491,0.6486318315903108,-0.041935642274126946,0.4648608084504292,1.3889150131596069
Son of God,-0.6458931135339586,5.5,0.8809611013295123,-0.08245561257730583,-0.48231955483925565,0.7160262152104969,-0.37228341117599173,-0.11595080498496611,-0.6859990119971751,-0.631050191949193,-0.28524188614701795,-0.11278178288691575,0.11724927330172881
Song One,-0.6458931135339586,5.8,-0.5708963141790537,-0.8246635012300494,-0.7855326920074982,-1.53983378775157,-0.37228341117599173,-0.402417499653706,-0.30095086306032176,-0.12580146608584153,-0.39883850994197695,-0.5384567534208159,-0.6204624136985059
St. Vincent,-0.6458931135339586,7.3,0.638984865411418,-0.276465027203072,-0.6528769444963921,-1.5461136331046967,-0.37228341117599173,2.4622494470336926,0.1535181453906294,-0.10688710986377198,-0.29732663335924764,-0.32644742957513795,-0.5651529924604591
Taken 3,-0.6458931135339586,6.1,-1.0548487860152425,0.28566481517414793,0.010401793059138496,-1.544020351320321,1.6999447329602517,0.45698258435251365,-0.5299087421812091,-0.6335666942791679,-0.437509701021112,-0.5355581884463632,-0.5777545140418814
Tammy,-0.6458931135339586,4.8,0.638984865411418,0.2259696106739122,-0.520221196985286,0.8590671371428272,-0.37228341117599173,-0.402417499653706,-0.04049649969478862,-0.2514642275955568,-0.003264451194991955,-0.3918721818556401,-0.458172395003333
Teenage Mutant Ninja Turtles,-0.6458931135339586,5.9,-1.0548487860152425,1.5504569605228926,1.4696150156813057,1.124216163163732,-0.37228341117599173,-0.402417499653706,1.1226115933024046,1.342049989740174,2.223551635111865,2.8404418453696754,-0.33344192641713677
That Awkward Moment,-0.6458931135339586,6.1,0.638984865411418,-0.5015656941727109,-0.7476310498614679,0.40133618695937034,-0.37228341117599173,-0.402417499653706,0.661550834931295,0.30516985229599214,-0.02098874710626216,-0.34259657728994547,2.1291072685782537
